# slug: bfi-british-noirs-5
# name: BFI: British Film Noir
# curator: BFI
# published: 2020
# source: https://www.bfi.org.uk/lists/bfi-player-classics-film-noir
# ordered: false
1	It Always Rains on Sunday	Robert Hamer
2	Brighton Rock	
3	The Third Man	Carol Reed
4	The Blue Lamp	
5	The Criminal	Joseph Losey
